pdbid,-logKd/Ki,protein_name,set,dataset
5ixf,5.52,SIGNAL TRANSDUCING ADAPTER MOLECULE 2,general,train
5j1x,5.52,NEUROPILIN-1,refined,train
5juz,5.52,FARNESYL PYROPHOSPHATE SYNTHASE,general,train
5mrp,5.52,2-C-METHYL-D-ERYTHRITOL 4-PHOSPHATE CYTIDYLYLTRANSFERASE,refined,train
5nn6,5.52,LYSOSOMAL ALPHA-GLUCOSIDASE,refined,train
5v5e,5.52,ORF 17,general,train
5w1w,5.52,"HLA CLASS I HISTOCOMPATIBILITY ANTIGEN, ALPHA CHAIN",general,train
5wqj,5.52,SULFURTRANSFERASE,general,train
5wrs,5.52,PSEUDOKINASE FAM20A,general,train
5yia,5.52,PLASMEPSIN II,general,train
5yun,5.52,SINGLE-STRANDED DNA-BINDING PROTEIN,general,train
5yzc,5.52,GLYCOPROTEIN F2,general,train
6exm,5.52,LISTERIOLYSIN POSITIVE REGULATORY FACTOR A,general,train
6fi5,5.52,14-3-3 PROTEIN SIGMA,general,train
7gpb,5.52,GLYCOGEN PHOSPHORYLASE B,general,train
1szm,5.53,"CAMP-DEPENDENT PROTEIN KINASE, ALPHA-CATALYTIC",general,train
4fmo,5.53,DNA MISMATCH REPAIR PROTEIN MLH1,general,train
4qz6,5.53,PROTEASOME SUBUNIT ALPHA TYPE-2,general,train
4u5j,5.53,TYROSINE-PROTEIN KINASE SRC,general,train
5dus,5.53,ORF1A,refined,train
6esm,5.53,MATRIX METALLOPROTEINASE-9 (MMP-9),general,train
6f4w,5.53,PURINE NUCLEOSIDE PHOSPHORYLASE DEOD-TYPE,general,train
1bio,5.54,COMPLEMENT FACTOR D,general,train
1bjv,5.54,TRYPSIN BETA,refined,train
1h26,5.54,CELL DIVISION PROTEIN KINASE 2,general,train
1ha2,5.54,SERUM ALBUMIN,general,train
1kdw,5.54,BETA-LACTAMASE,general,train
1oiq,5.54,CELL DIVISION PROTEIN KINASE 2,general,train
1r5w,5.54,"H-2 CLASS II HISTOCOMPATIBILITY ANTIGEN, E-K ALPHA",general,train
2c9b,5.54,"6,7-DIMETHYL-8-RIBITYLLUMAZINE SYNTHASE",general,train
2idk,5.54,GLYCINE N-METHYLTRANSFERASE,general,train
2nq7,5.54,METHIONINE AMINOPEPTIDASE 1,general,train
2olb,5.54,OLIGO-PEPTIDE BINDING PROTEIN,refined,train
2y7i,5.54,STM4351,refined,train
3bxf,5.54,CENTRAL GLYCOLYTIC GENE REGULATOR,refined,train
3daj,5.54,SERINE/THREONINE KINASE 6,general,train
3f07,5.54,HISTONE DEACETYLASE 8,general,train
3ggw,5.54,ANTIBODY FAB F22-4 LIGHT CHAIN,general,train
3iqq,5.54,PROTEIN S100-B,general,train
3jyr,5.54,MALTOSE BINDING PERIPLASMIC PROTEIN,refined,train
3r8v,5.54,CYCLIN-DEPENDENT KINASE 2,general,train
3ubd,5.54,RIBOSOMAL PROTEIN S6 KINASE ALPHA-3,refined,train
3v78,5.54,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN,refined,train
4ba3,5.54,IMPORTIN SUBUNIT ALPHA-2,general,train
4dtt,5.54,INSULIN-DEGRADING ENZYME,general,train
4hkk,5.54,TANKYRASE-2,general,train
4nxu,5.54,MITOCHONDRIAL DYNAMIC PROTEIN MID51,refined,train
4o0t,5.54,SERINE/THREONINE-PROTEIN KINASE PAK 1,general,train
4qij,5.54,"1,4-DIHYDROXY-2-NAPHTHOYL-COA SYNTHASE",refined,train
4r4c,5.54,REPLICATION PROTEIN A 70 KDA DNA-BINDING SUBUNIT,refined,train
5a4q,5.54,DUAL SPECIFICITY TYROSINE-PHOSPHORYLATION-REGULATED KINASE,general,train
5a81,5.54,ATPASE FAMILY AAA DOMAIN-CONTAINING PROTEIN 2,refined,train
5azg,5.54,PROTEIN LGG-1,general,train
5eds,5.54,"PHOSPHATIDYLINOSITOL-4,5-BISPHOSPHATE 3-KINASE",general,train
5lgn,5.54,LYSINE-SPECIFIC HISTONE DEMETHYLASE 1A,general,train
5n8j,5.54,STREPTAVIDIN,general,train
6boe,5.54,SERINE/THREONINE-PROTEIN KINASE TBK1,general,train
6ew7,5.54,B-CELL LYMPHOMA 6 PROTEIN,general,train
1g3d,5.55,TRYPSIN BETA,refined,train
1njc,5.55,THYMIDYLATE SYNTHASE,refined,train
1y3n,5.55,"ALGINATE-BINDING PROTEIN, ALGQ1",refined,train
2c2l,5.55,CARBOXY TERMINUS OF HSP70-INTERACTING PROTEIN,general,train
2iuz,5.55,CHITINASE,refined,train
2wyn,5.55,PERIPLASMIC TREHALASE,general,train
3fkt,5.55,BETA-SECRETASE 1,general,train
3sdg,5.55,HTH-TYPE TRANSCRIPTIONAL REGULATOR ETHR,general,train
3uzj,5.55,KEMP ELIMINASE KE59 R13 3/11H,refined,train
4fri,5.55,BETA-SECRETASE 1,general,train
4ie6,5.55,ALPHA-KETOGLUTARATE-DEPENDENT DIOXYGENASE FTO,general,train
4kww,5.55,NICOTINATE-NUCLEOTIDE PYROPHOSPHORYLASE,general,train
4p5e,5.55,2'-DEOXYNUCLEOSIDE 5'-PHOSPHATE N-HYDROLASE 1,general,train
4pqa,5.55,SUCCINYL-DIAMINOPIMELATE DESUCCINYLASE,refined,train
4tk0,5.55,TANKYRASE-2,general,train
4wbg,5.55,BETA-LACTAMASE,general,train
5gja,5.55,1-AMINOCYCLOPROPANE-1-CARBOXYLATE OXIDASE 2,refined,train
5jy0,5.55,ASP/GLU-SPECIFIC DIPEPTIDYL-PEPTIDASE,general,train
5knu,5.55,HYPOXANTHINE-GUANINE PHOSPHORIBOSYLTRANSFERASE,general,train
5l2n,5.55,RETINAL DEHYDROGENASE 1,general,train
5vcx,5.55,MEMBRANE-ASSOCIATED TYROSINE- AND THREONINE-SPECIFIC CDC2,general,train
5vd3,5.55,MEMBRANE-ASSOCIATED TYROSINE- AND THREONINE-SPECIFIC CDC2,refined,train
6dlj,5.55,MALATE SYNTHASE G,general,train
6eil,5.55,DUAL SPECIFICITY TYROSINE-PHOSPHORYLATION-REGULATED KINASE,general,train
2jdn,5.56,FUCOSE-BINDING LECTIN PA-IIL,general,train
4esg,5.56,WD REPEAT-CONTAINING PROTEIN 5,general,train
4o3f,5.56,PHOSPHOGLYCERATE KINASE 1,refined,train
5alj,5.56,EPOXIDE HYDROLASE 2,general,train
5gx7,5.56,EXTRACELLULAR SOLUTE-BINDING PROTEIN FAMILY 1,general,train
5lpm,5.56,HISTONE ACETYLTRANSFERASE P300,general,train
1cs4,5.57,ADENYLATE CYCLASE TYPE 5,general,train
1jak,5.57,BETA-N-ACETYLHEXOSAMINIDASE,refined,train
1njd,5.57,THYMIDYLATE SYNTHASE,refined,train
2f6j,5.57,BROMODOMAIN PHD FINGER TRANSCRIPTION FACTOR,general,train
2fuu,5.57,BROMODOMAIN PHD FINGER TRANSCRIPTION FACTOR,general,train
2lgf,5.57,CALMODULIN,general,train
2nmx,5.57,CARBONIC ANHYDRASE 1,refined,train
2np9,5.57,DPGC,general,train
2onb,5.57,THYMIDYLATE SYNTHASE,general,train
2qo1,5.57,3-OXOACYL-[ACYL-CARRIER-PROTEIN] SYNTHASE 3,general,train
2z52,5.57,GERANYLGERANYL PYROPHOSPHATE SYNTHETASE,general,train
3bex,5.57,TYPE III PANTOTHENATE KINASE,refined,train
3coz,5.57,PANTOTHENATE SYNTHETASE,refined,train
3uxl,5.57,MANDELATE RACEMASE,refined,train
3vtr,5.57,N-ACETYLGLUCOSAMINIDASE,refined,train
4awf,5.57,POLYMERASE PA,general,train
4bda,5.57,SERINE/THREONINE-PROTEIN KINASE CHK2,general,train
4umj,5.57,GERANYLTRANSTRANSFERASE,general,train
4xh6,5.57,SERINE/THREONINE-PROTEIN KINASE PIM-1,general,train
5all,5.57,EPOXIDE HYDROLASE 2,general,train
5d1n,5.57,UNCHARACTERIZED PROTEIN,general,train
5em9,5.57,SORTING NEXIN-27,general,train
5eto,5.57,2-AMINO-4-HYDROXY-6-HYDROXYMETHYLDIHYDROPTERIDINE,general,train
5v8j,5.57,CYCLIC GMP-AMP SYNTHASE,general,train
5vzu,5.57,S-PHASE KINASE-ASSOCIATED PROTEIN 1,general,train
6au5,5.57,"CETUXIMAB FAB, LIGHT CHAIN",general,train
6ayh,5.57,TETR FAMILY TRANSCRIPTIONAL REGULATOR,general,train
6chh,5.57,NICOTINAMIDE N-METHYLTRANSFERASE,general,train
6faw,5.57,14-3-3 PROTEIN SIGMA,general,train
3jup,5.58,PHENAZINE BIOSYNTHESIS PROTEIN A/B,refined,train
3su5,5.58,NS3/4A PROTEASE,refined,train
4iur,5.58,SAWADEE HOMEODOMAIN HOMOLOG 1,general,train
4tw8,5.58,PEPTIDYL-PROLYL CIS-TRANS ISOMERASE FKBP4,general,train
1f4x,5.59,"ANTIBODY FAB FRAGMENT, LIGHT CHAIN",refined,train
1fo0,5.59,"H-2 CLASS I HISTOCOMPATIBILITY ANTIGEN, K-B",refined,train
1mfi,5.59,MACROPHAGE MIGRATION INHIBITORY FACTOR,refined,train
1rtl,5.59,NS3 PROTEASE/HELICASE,general,train
2hmb,5.59,FATTY ACID-BINDING PROTEIN,general,train
2xkc,5.59,SERINE/THREONINE-PROTEIN KINASE NEK2,general,train
2zlg,5.59,RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE LARGE CHAIN,general,train
3gxy,5.59,CYANOVIRIN-N,general,train
3nzi,5.59,SERINE PROTEASE HTRA1,general,train
3sha,5.59,THROMBIN,refined,train
3udv,5.59,2-AMINO-4-HYDROXY-6-HYDROXYMETHYLDIHYDROPTERIDINE,general,train
4bqh,5.59,UDP-N-ACETYLGLUCOSAMINE PYROPHOSPHORYLASE,refined,train
4cwn,5.59,HEAT SHOCK PROTEIN HSP90-ALPHA,refined,train
4inr,5.59,PROTEASOME COMPONENT Y7,general,train
4kxm,5.59,2'-DEOXYNUCLEOSIDE 5'-PHOSPHATE N-HYDROLASE 1,general,train
4tkb,5.59,FATTY ACID-BINDING PROTEIN,refined,train
4tx6,5.59,CLASS III CHITINASE CHIA1,general,train
5afv,5.59,CHOLINE KINASE ALPHA,refined,train
5d2a,5.59,FUCOSE-BINDING LECTIN PA-IIL,general,train
5hkb,5.59,CFTR INHIBITORY FACTOR (CIF),general,train
5mgx,5.59,YEAST HSP90 C-TERMINUS,general,train
5n9r,5.59,UBIQUITIN CARBOXYL-TERMINAL HYDROLASE 7,refined,train
5opr,5.59,SERINE/THREONINE-PROTEIN KINASE CHK1,general,train
5ox5,5.59,EGL NINE HOMOLOG 1,general,train
5t9w,5.59,PEPTIDYL-PROLYL CIS-TRANS ISOMERASE A,refined,train
5wg9,5.59,POLYMERASE ACIDIC PROTEIN,general,train
6esy,5.59,CHOLINESTERASE,general,train
6fnr,5.59,HISTIDINE N-ALPHA-METHYLTRANSFERASE,refined,train
1e06,5.6,ODORANT-BINDING PROTEIN,general,train
1e1y,5.6,GLYCOGEN PHOSPHORYLASE,general,train
1fwe,5.6,UREASE,general,train
1h27,5.6,CELL DIVISION PROTEIN KINASE 2,general,train
1kne,5.6,HETEROCHROMATIN PROTEIN 1,general,train
1lev,5.6,"FRUCTOSE-1,6-BISPHOSPHATASE",general,train
1o9d,5.6,14-3-3-LIKE PROTEIN C,general,train
1vfn,5.6,PURINE NUCLEOSIDE PHOSPHORYLASE,refined,train
2bz8,5.6,SH3-DOMAIN KINASE BINDING PROTEIN 1,general,train
2f71,5.6,"PROTEIN-TYROSINE PHOSPHATASE, NON-RECEPTOR TYPE 1",general,train
2vxa,5.6,DODECIN,general,train
2wca,5.6,O-GLCNACASE BT_4395,refined,train
2wgs,5.6,GLUTAMINE SYNTHETASE 1,general,train
2yhw,5.6,BIFUNCTIONAL UDP-N-ACETYLGLUCOSAMINE,refined,train
2yhy,5.6,BIFUNCTIONAL UDP-N-ACETYLGLUCOSAMINE,general,train
3bl1,5.6,CARBONIC ANHYDRASE 2,refined,train
3cbp,5.6,HISTONE-LYSINE N-METHYLTRANSFERASE SETD7,general,train
3e6y,5.6,14-3-3-LIKE PROTEIN C,refined,train
3fa3,5.6,"2,3-DIMETHYLMALATE LYASE",general,train
3lfs,5.6,CELL DIVISION PROTEIN KINASE 2,general,train
3qce,5.6,RECEPTOR-TYPE TYROSINE-PROTEIN PHOSPHATASE GAMMA,general,train
3qcf,5.6,RECEPTOR-TYPE TYROSINE-PROTEIN PHOSPHATASE GAMMA,general,train
3qps,5.6,CMER,refined,train
3u78,5.6,LYSINE-SPECIFIC DEMETHYLASE 7,general,train
3upz,5.6,CALMODULIN-DOMAIN PROTEIN KINASE 1,general,train
4btl,5.6,ACETYLCHOLINESTERASE,general,train
4eqj,5.6,"PROTEASE, TETHERED DIMER",general,train
4o77,5.6,BROMODOMAIN-CONTAINING PROTEIN 4,general,train
4os1,5.6,UROKINASE-TYPE PLASMINOGEN ACTIVATOR,general,train
4q6f,5.6,BROMODOMAIN ADJACENT TO ZINC FINGER DOMAIN PROTEIN 2A,general,train
4uiy,5.6,BROMODOMAIN-CONTAINING PROTEIN 4,general,train
4wz6,5.6,CYSTIC FIBROSIS TRANSMEMBRANE CONDUCTANCE REGULATOR,general,train
4xsz,5.6,DNA-DIRECTED RNA POLYMERASE SUBUNIT ALPHA,general,train
4yad,5.6,TRANSCRIPTION INTERMEDIARY FACTOR 1-ALPHA,general,train
4zzy,5.6,POLY [ADP-RIBOSE] POLYMERASE 2,refined,train
5a82,5.6,ATPASE FAMILY AAA DOMAIN-CONTAINING PROTEIN 2,general,train
5boy,5.6,COLLAGENASE 3,general,train
5d6p,5.6,DNA GYRASE SUBUNIT B,general,train
5dj5,5.6,PROBABLE STRIGOLACTONE ESTERASE D14,general,train
5eje,5.6,ADENYLATE KINASE,general,train
5ih6,5.6,CASEIN KINASE I ISOFORM DELTA,general,train
5khd,5.6,DNA-BINDING PROTEIN,general,train
5lhg,5.6,LYSINE-SPECIFIC HISTONE DEMETHYLASE 1A,general,train
5osk,5.6,TUBULIN ALPHA-1B CHAIN,general,train
5toe,5.6,SERINE/THREONINE-PROTEIN KINASE PIM-1,general,train
6cdc,5.6,GLUCOSE-INDUCED DEGRADATION PROTEIN 4 HOMOLOG,general,train
3bho,5.61,CLEAVAGE AND POLYADENYLATION SPECIFICITY FACTOR,general,train
3u5j,5.61,BROMODOMAIN-CONTAINING PROTEIN 4,refined,train
6g1u,5.61,ACETYLCHOLINESTERASE,general,train
1a08,5.62,C-SRC TYROSINE KINASE,general,train
1aqi,5.62,ADENINE-N6-DNA-METHYLTRANSFERASE TAQI,general,train
1cqp,5.62,ANTIGEN CD11A (P180),general,train
1ejn,5.62,UROKINASE-TYPE PLASMINOGEN ACTIVATOR,refined,train
1fyr,5.62,GROWTH FACTOR RECEPTOR-BOUND PROTEIN 2,general,train
1uti,5.62,GRB2-RELATED ADAPTOR PROTEIN 2,general,train
2bmk,5.62,ANTIBODY FAB FRAGMENT,refined,train
2qnx,5.62,3-OXOACYL-[ACYL-CARRIER-PROTEIN] SYNTHASE 3,general,train
2xk8,5.62,SERINE/THREONINE-PROTEIN KINASE NEK2,general,train
2z5t,5.62,MDM4 PROTEIN,general,train
3abu,5.62,LYSINE-SPECIFIC HISTONE DEMETHYLASE 1,general,train
3btj,5.62,HTH-TYPE TRANSCRIPTIONAL REGULATOR QACR,general,train
3c6w,5.62,INHIBITOR OF GROWTH PROTEIN 5,general,train
3e3c,5.62,L0044,refined,train
3ip9,5.62,"ABC TRANSPORTER, SUBSTRATE BINDING PROTEIN",refined,train
3ldp,5.62,78 KDA GLUCOSE-REGULATED PROTEIN,refined,train
3lpl,5.62,PYRUVATE DEHYDROGENASE E1 COMPONENT,refined,train
3nes,5.62,TRANSTHYRETIN,refined,train
3twu,5.62,TANKYRASE-2,general,train
3upy,5.62,OXIDOREDUCTASE,general,train
4ddy,5.62,BETA-LACTAMASE,general,train
4dli,5.62,MITOGEN-ACTIVATED PROTEIN KINASE 14,general,train
4dzy,5.62,3-METHYL-2-OXOBUTANOATE DEHYDROGENASE,refined,train
4f9g,5.62,TRANSMEMBRANE PROTEIN 173,general,train
4htp,5.62,DNA LIGASE 4,general,train
4iid,5.62,BETA-GLUCOSIDASE 1,refined,train
4j48,5.62,E3 UBIQUITIN-PROTEIN LIGASE XIAP,refined,train
4jiz,5.62,MOB KINASE ACTIVATOR 1A,general,train
4lng,5.62,CAAX FARNESYLTRANSFERASE ALPHA SUBUNIT RAM2,general,train
4mg6,5.62,ESTROGEN RECEPTOR,general,test
4my6,5.62,PROTEIN ENABLED HOMOLOG,general,train
4mzl,5.62,MYOSIN A TAIL DOMAIN INTERACTING PROTEIN,general,train
4oz1,5.62,RNA-BINDING PROTEIN 39,general,train
4txe,5.62,ENDOCHITINASE,general,train
5e0h,5.62,NOROVIRUS 3C-LIKE PROTEASE,general,train
5icv,5.62,N-ALPHA-ACETYLTRANSFERASE 60,general,train
5uv1,5.62,(+)-LIMONENE SYNTHASE,general,train
5wgp,5.62,CARBONIC ANHYDRASE 2,refined,train
6bh2,5.62,"LYSINE-SPECIFIC DEMETHYLASE 5A, LINKED KDM5A JMJ DOMAIN",general,train
6c99,5.62,IGG RECEPTOR FCRN LARGE SUBUNIT P51,general,train
6h29,5.62,CARBONIC ANHYDRASE 2,refined,train
1vwl,5.63,STREPTAVIDIN,general,train
3bux,5.63,13-MERIC PEPTIDE FROM HEPATOCYTE GROWTH FACTOR,general,train
3gy3,5.63,TRYPSIN,refined,train
3l1n,5.63,CELL WALL ANTIGEN,general,train
3rf5,5.63,MACROPHAGE MIGRATION INHIBITORY FACTOR,refined,train
5d0c,5.63,BROMODOMAIN-CONTAINING PROTEIN 4,refined,train
5jq5,5.63,CELL DIVISION PROTEIN KINASE 2,refined,train
1f57,5.64,CARBOXYPEPTIDASE A,refined,train
1h1r,5.64,CELL DIVISION PROTEIN KINASE 2,general,train
1hk1,5.64,SERUM ALBUMIN,general,train
1hlf,5.64,GLYCOGEN PHOSPHORYLASE,general,train
1hte,5.64,HIV-1 PROTEASE,general,train
1lrt,5.64,INOSINE-5'-MONOPHOSPHATE DEHYDROGENASE,general,train
1qs4,5.64,HIV-1 INTEGRASE,general,train
1y3v,5.64,TRYPSIN,refined,train
1y3y,5.64,TRYPSIN,general,train
1z9g,5.64,THERMOLYSIN,refined,train
2gni,5.64,"CAMP-DEPENDENT PROTEIN KINASE, ALPHA-CATALYTIC",general,train
2n1g,5.64,DNA REPAIR PROTEIN REV1,general,train
2ojg,5.64,MITOGEN-ACTIVATED PROTEIN KINASE 1,refined,train
2qlm,5.64,GLYCOGEN PHOSPHORYLASE,general,train
2reg,5.64,PUTATIVE GLYCINE BETAINE-BINDING ABC TRANSPORTER,refined,train
2x6k,5.64,PHOSPHOTIDYLINOSITOL 3 KINASE 59F,general,train
2xkd,5.64,SERINE/THREONINE-PROTEIN KINASE NEK2,general,train
2xzc,5.64,ANTIBODY FAB A.17 LIGHT CHAIN,general,train
3arv,5.64,CHITINASE A,general,train
3fv7,5.64,BETA-LACTAMASE OXA-24,general,train
3fwv,5.64,HSC70/HSP90-ORGANIZING PROTEIN,refined,train
3hv6,5.64,MITOGEN-ACTIVATED PROTEIN KINASE 14,general,train
3iw7,5.64,MITOGEN-ACTIVATED PROTEIN KINASE 14,general,train
3n86,5.64,3-DEHYDROQUINATE DEHYDRATASE,refined,train
3p79,5.64,MITOGEN-ACTIVATED PROTEIN KINASE 14,general,train
3qzq,5.64,3C PROTEASE,general,train
3s8l,5.64,GROWTH FACTOR RECEPTOR-BOUND PROTEIN 2,refined,train
3zjt,5.64,LEUCYL-TRNA SYNTHETASE,general,train
4b11,5.64,GLYCYLPEPTIDE N-TETRADECANOYLTRANSFERASE,general,train
4deu,5.64,TRANSTHYRETIN,refined,train
4dmn,5.64,HIV-1 INTEGRASE,general,train
4ft2,5.64,DNA (CYTOSINE-5)-METHYLTRANSFERASE 1,general,train
4jin,5.64,RIO-TYPE SERINE/THREONINE-PROTEIN KINASE RIO1,general,train
4l7b,5.64,KELCH-LIKE ECH-ASSOCIATED PROTEIN 1,general,train
4mbp,5.64,MALTODEXTRIN-BINDING PROTEIN,general,train
4nhy,5.64,2-OXOGLUTARATE AND IRON-DEPENDENT OXYGENASE DOMAIN,general,train
4zqt,5.64,M1 FAMILY AMINOPEPTIDASE,general,train
4zs0,5.64,AURORA KINASE A,general,train
4zsj,5.64,MITOGEN-ACTIVATED PROTEIN KINASE 7,general,train
5adr,5.64,TANKYRASE-2,general,train
5bqs,5.64,3-OXOACYL-[ACYL-CARRIER-PROTEIN] SYNTHASE 3,general,train
5c4l,5.64,"APH(2"")-ID",general,train
5jin,5.64,HISTONE-LYSINE N-METHYLTRANSFERASE EHMT2,general,train
5l0h,5.64,VINCULIN,general,train
5y93,5.64,BROMODOMAIN-CONTAINING PROTEIN 4,general,train
6azk,5.64,"CETUXIMAB FAB, LIGHT CHAIN",general,train
6fdc,5.64,"CAMP-SPECIFIC 3',5'-CYCLIC PHOSPHODIESTERASE 4D",general,train
6fmp,5.64,KELCH-LIKE ECH-ASSOCIATED PROTEIN 1,general,train
6g4n,5.64,ACETYLCHOLINESTERASE,general,train
1hq5,5.65,ARGINASE 1,general,train
3q7q,5.65,GTP-BINDING PROTEIN RAD,refined,train
3sn8,5.65,3C-LIKE PROTEINASE,general,train
4ezy,5.65,CHAPERONE PROTEIN DNAK,general,train
4iuu,5.65,SAWADEE HOMEODOMAIN HOMOLOG 1,general,train
4qz7,5.65,PROTEASOME SUBUNIT ALPHA TYPE-2,general,train
4zsq,5.65,BETA-SECRETASE 1,general,train
5adt,5.65,TANKYRASE-2,general,train
5zoo,5.65,HISTONE DEACETYLASE 4,general,train
6es0,5.65,RECEPTOR-INTERACTING SERINE/THREONINE-PROTEIN KINASE 2,general,train
1n5r,5.66,ACETYLCHOLINESTERASE,refined,train
1nhu,5.66,RNA-DIRECTED RNA POLYMERASE,refined,train
1nhv,5.66,HCV NS5B RNA-DEPENDENT RNA POLYMERASE,general,train
1o43,5.66,TYROSINE-PROTEIN KINASE SRC,general,train
1pxk,5.66,CELL DIVISION PROTEIN KINASE 2,general,train
2aie,5.66,PEPTIDE DEFORMYLASE,general,train
2aod,5.66,HIV-1 PROTEASE,refined,train
2azm,5.66,MEDIATOR OF DNA DAMAGE CHECKPOINT PROTEIN 1,general,train
2erz,5.66,CAMP-DEPENDENT PROTEIN KINASE,refined,train
2f4j,5.66,TYROSINE-PROTEIN KINASE ABL1,general,train
2nxd,5.66,PROTEASE RETROPEPSIN,general,train
2op9,5.66,REPLICASE POLYPROTEIN 1AB,general,train
2r3c,5.66,GP41 N-PEPTIDE,general,train
2x97,5.66,ANGIOTENSIN-CONVERTING ENZYME,refined,train
2z5s,5.66,MDM4 PROTEIN,general,train
3b1t,5.66,PROTEIN-ARGININE DEIMINASE TYPE-4,general,train
3ery,5.66,H-2 CLASS I HISTOCOMPATIBILITY ANTIGEN,refined,train
3g2w,5.66,ADP-RIBOSYLATION FACTOR-BINDING PROTEIN GGA1,general,train
3iuc,5.66,HEAT SHOCK 70KDA PROTEIN 5,general,train
3mke,5.66,BETA-LACTAMASE SHV-1,general,train
3oxi,5.66,MITOGEN-ACTIVATED PROTEIN KINASE 10,general,train
3p4f,5.66,WD REPEAT-CONTAINING PROTEIN 5,general,train
3sh0,5.66,UNDECAPRENYL PYROPHOSPHATE SYNTHASE,general,train
3t6r,5.66,E3 UBIQUITIN-PROTEIN LIGASE UHRF1,general,train
3td4,5.66,OUTER MEMBRANE PROTEIN OMP38,refined,train
3zi8,5.66,PUTATIVE FUCOSE-BINDING LECTIN PROTEIN,refined,train
4gs9,5.66,ENDOTHELIAL PAS DOMAIN-CONTAINING PROTEIN 1,general,train
4hxl,5.66,BROMODOMAIN-CONTAINING PROTEIN 4,general,train
4jls,5.66,XANTHINE PHOSPHORIBOSYLTRANSFERASE,general,train
4l70,5.66,POLY [ADP-RIBOSE] POLYMERASE 3,general,train
4l7u,5.66,POLY [ADP-RIBOSE] POLYMERASE 3,general,train
4n7g,5.66,14-3-3 PROTEIN ZETA/DELTA,general,train
4nal,5.66,2-C-METHYL-D-ERYTHRITOL 4-PHOSPHATE CYTIDYLYLTRANSFERASE,general,train
4pr5,5.66,"HLA CLASS I HISTOCOMPATIBILITY ANTIGEN, B-35 ALPHA",general,train
4pra,5.66,MHC CLASS I ANTIGEN,general,train
4prn,5.66,"HLA CLASS I HISTOCOMPATIBILITY ANTIGEN, B-35 ALPHA",general,train
4prp,5.66,MHC CLASS I ANTIGEN,general,train
4xek,5.66,PROTEIN-TYROSINE KINASE 2-BETA,general,train
4yo6,5.66,INTERLEUKIN-1 RECEPTOR-ASSOCIATED KINASE 4,general,train
4zek,5.66,"ABC TRANSPORTER, SUBSTRATE BINDING PROTEIN",refined,train
5c28,5.66,"CGMP 3',5'-CYCLIC PHOSPHODIESTERASE",refined,train
5d6y,5.66,LYSINE-SPECIFIC DEMETHYLASE 4A,general,train
5dhf,5.66,GTP-BINDING NUCLEAR PROTEIN RAN,general,train
5g3m,5.66,GROUP 10 SECRETORY PHOSPHOLIPASE A2,general,train
5g5z,5.66,"ABC TRANSPORTER, SUBSTRATE-BINDING PROTEIN",refined,train
5hey,5.66,DISKS LARGE HOMOLOG 4,general,train
5m4k,5.66,PYRUVATE DEHYDROGENASE (ACETYL-TRANSFERRING) KINASE,general,train
5ov9,5.66,ACETYLCHOLINESTERASE,general,train
5t2y,5.66,UDP-N-ACETYLBACILLOSAMINE N-ACETYLTRANSFERASE,general,train
5tcc,5.66,COMPLEMENT FACTOR D,general,train
6cjv,5.66,CARBONIC ANHYDRASE 2,refined,train
6e2m,5.66,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 5,general,train
6fi4,5.66,14-3-3 PROTEIN SIGMA,general,train
6fqu,5.66,CREB-BINDING PROTEIN,general,train
6hx5,5.66,CARBONIC ANHYDRASE 2,general,train
2bb7,5.67,METHIONINE AMINOPEPTIDASE,general,train
2h15,5.67,CARBONIC ANHYDRASE 2,refined,train
2lko,5.67,FERMITIN FAMILY HOMOLOG 2,general,train
2pqz,5.67,HIV-1 PROTEASE,refined,train
2qwf,5.67,NEURAMINIDASE,refined,train
3tdu,5.67,DCN1-LIKE PROTEIN 1,general,train
3zmp,5.67,"PROTEIN-TYROSINE PHOSPHATASE, NON-RECEPTOR TYPE 1",general,train
4ncn,5.67,EUKARYOTIC TRANSLATION INITIATION FACTOR 5B-LIKE PR,refined,train
4u7t,5.67,DNA (CYTOSINE-5)-METHYLTRANSFERASE 3A,general,train
5ads,5.67,TANKYRASE-2,general,train
5ouh,5.67,ACETYLCHOLINE BINDING PROTEIN,refined,train
6f28,5.67,"GLUTAMATE RECEPTOR, IONOTROPIC KAINATE 3",refined,train
6gon,5.67,TRANSTHYRETIN,refined,train
6goo,5.67,TRANSTHYRETIN,general,train
6hm4,5.67,S-M CHECKPOINT CONTROL PROTEIN RAD4,general,train
1e8h,5.68,VANILLYL-ALCOHOL OXIDASE,general,train
1gnn,5.68,HIV-1 PROTEASE,refined,train
1nhx,5.68,PHOSPHOENOLPYRUVATE CARBOXYKINASE,general,train
1ow4,5.68,PHEROMONE BINDING PROTEIN,general,train
1oxn,5.68,BACULOVIRAL IAP REPEAT-CONTAINING PROTEIN 7,general,train
1pwu,5.68,LETHAL FACTOR,general,train
1tve,5.68,HOMOSERINE DEHYDROGENASE,general,train
2an5,5.68,PHENYLETHANOLAMINE N-METHYLTRANSFERASE,general,train
2c92,5.68,"6,7-DIMETHYL-8-RIBITYLLUMAZINE SYNTHASE",refined,train
2cbu,5.68,BETA-GLUCOSIDASE A,refined,train
2k0x,5.68,ACTINORHODIN POLYKETIDE SYNTHASE ACYL CARRIER,general,train
